userid,browse_data_all_count,browse_data_all_max,browse_tag_all_count,browse_tag_all_max
1688,54,173,54,7
1689,350,213,350,10
1690,329,213,329,10
1691,133,188,133,10
1692,112,188,112,10
1693,120,189,120,7
1695,32,173,32,7
1696,360,213,360,10
1697,350,201,350,10
1698,192,190,192,10
1700,35,188,35,10
1701,85,201,85,10
1702,98,190,98,10
1705,96,188,96,10
1708,3948,213,3948,10
1709,485,213,485,10
1710,285,190,285,10
1711,48,173,48,7
1712,203,173,203,7
1713,7317,213,7317,10
1714,1463,213,1463,10
1715,333,213,333,10
1716,980,213,980,10
1717,80,190,80,10
1719,630,213,630,10
1720,210,190,210,10
1721,342,188,342,10
1722,22,173,22,1
1724,924,190,924,10
1725,497,189,497,10
1726,855,213,855,10
1727,2988,213,2988,10
1729,1824,213,1824,10
1731,357,190,357,10
1732,1898,213,1898,10
1733,260,201,260,10
1734,144,201,144,10
1735,738,197,738,10
1736,384,190,384,10
1737,138,190,138,10
1738,220,190,220,10
1740,336,190,336,10
1741,184,190,184,10
1742,1332,208,1332,10
1743,126,188,126,10
1744,64,173,64,7
1745,710,200,710,10
1746,2492,213,2492,10
1747,589,190,589,10
1748,1743,213,1743,10
1749,84,189,84,8
1750,552,201,552,10
1751,18,118,18,7
1752,2682,213,2682,10
1753,80,173,80,7
1754,536,200,536,10
1755,180,190,180,10
1756,128,190,128,10
1759,644,213,644,10
1760,208,201,208,10
1762,252,190,252,10
1763,513,201,513,10
1765,560,213,560,10
1766,560,213,560,10
1769,288,190,288,10
1770,693,190,693,10
1771,408,213,408,10
1772,354,190,354,10
1774,45,118,45,7
1775,46,64,46,3
1777,2413,213,2413,10
1778,1600,213,1600,10
1779,792,201,792,10
1780,456,213,456,10
1781,272,213,272,10
1782,390,201,390,10
1784,130,190,130,10
1785,12,20,12,1
1786,1470,189,1470,8
1787,160,173,160,7
1788,99,190,99,10
1790,620,201,620,10
1791,280,190,280,10
1792,154,173,154,8
1793,462,213,462,10
1794,705,213,705,10
1795,128,201,128,10
1796,2737,213,2737,10
1797,900,213,900,10
1798,1344,201,1344,10
1799,84,173,84,7
1800,960,213,960,10
1801,70,201,70,10
1802,12,118,12,1
1804,228,213,228,10
1805,184,190,184,10
1806,60,190,60,10
1807,216,190,216,10
1809,252,202,252,10
1813,220,190,220,10
1815,102,201,102,10
1817,64,173,64,7
1818,180,190,180,10
1819,366,213,366,10
1820,240,190,240,10
1823,496,201,496,10
1825,180,173,180,7
1826,504,190,504,10
1827,144,190,144,10
1828,144,190,144,10
1829,540,213,540,10
1830,120,190,120,10
1832,98,190,98,10
1833,112,173,112,7
1835,360,190,360,10
1836,120,190,120,10
1837,280,190,280,10
1838,160,190,160,10
1839,75,189,75,10
1845,280,213,280,10
1846,770,213,770,8
1847,695,213,695,10
1848,848,213,848,10
1849,20,110,20,7
1850,1164,213,1164,10
1851,115,190,115,10
1853,84,190,84,10
1854,14,20,14,1
1856,576,188,576,10
1857,98,161,98,6
1858,810,213,810,10
1859,160,173,160,7
1860,517,190,517,10
1861,255,190,255,10
1862,400,190,400,10
1863,135,201,135,10
1864,429,213,429,10
1865,99,173,99,7
1867,435,190,435,10
1868,154,190,154,10
1869,672,213,672,10
1870,1316,201,1316,10
1872,3864,213,3864,10
1873,130,173,130,7
1874,594,213,594,10
1875,328,213,328,10
1876,108,190,108,10
1877,806,213,806,10
1878,130,173,130,7
1879,360,213,360,10
1881,1092,213,1092,10
1882,140,190,140,10
1883,320,190,320,10
1884,70,190,70,10
1885,126,201,126,10
1887,189,201,189,10
1888,220,190,220,10
1890,64,173,64,7
1891,351,191,351,10
1892,170,213,170,10
1893,1566,213,1566,10
1894,216,173,216,7
1895,310,213,310,10
1898,1001,201,1001,10
1900,132,188,132,10
1901,784,213,784,10
1902,20,118,20,1
1903,228,213,228,10
1904,126,190,126,10
1905,8,118,8,1
1906,368,200,368,10
1907,264,208,264,10
1908,84,190,84,10
1909,243,213,243,10
1911,352,213,352,10
1912,147,190,147,10
1914,98,201,98,10
1915,36,173,36,7
1916,9,20,9,1
1917,546,213,546,10
1918,923,189,923,10
1919,280,190,280,10
1920,114,213,114,10
1922,160,173,160,7
1923,238,190,238,10
1924,208,190,208,10
1925,150,188,150,10
1926,408,189,408,10
1927,378,213,378,10
1928,72,190,72,10
1929,295,213,295,10
1930,110,190,110,10
1932,456,213,456,10
1933,252,190,252,10
1934,352,201,352,10
1939,70,190,70,10
1940,588,188,588,10
1943,324,213,324,10
1944,405,201,405,10
1945,780,213,780,10
1946,60,190,60,10
1947,144,189,144,10
1948,234,213,234,10
1950,200,213,200,10
1952,84,188,84,10
1954,315,201,315,10
1955,192,190,192,10
1956,456,190,456,10
1957,228,213,228,10
1958,162,200,162,8
1959,112,201,112,10
1960,232,201,232,10
1961,282,213,282,10
1962,70,190,70,10
1963,24,64,24,3
1964,132,190,132,10
1966,328,213,328,10
1967,494,190,494,10
1968,585,213,585,10
1969,1120,213,1120,10
1970,2310,213,2310,10
1972,832,213,832,10
1973,320,213,320,10
1974,296,201,296,10
1976,408,200,408,10
1977,56,213,56,8
1980,45,189,45,7
1981,664,201,664,10
1983,387,189,387,8
1984,405,201,405,10
1985,288,213,288,10
1986,1122,213,1122,10
1987,50,190,50,10
1988,468,190,468,10
1989,1936,213,1936,10
1991,56,190,56,10
1992,858,201,858,10
1993,312,188,312,10
1995,1836,213,1836,10
1996,371,213,371,10
1997,290,201,290,10
1998,384,190,384,10
1999,128,189,128,10
2000,108,190,108,10
2001,140,201,140,10
2002,3395,190,3395,10
2004,84,190,84,10
2005,363,190,363,10
2006,891,190,891,10
2007,81,190,81,10
2008,1680,213,1680,10
2009,351,201,351,10
2011,90,190,90,10
2012,513,213,513,10
2013,180,194,180,10
2014,192,190,192,10
2015,900,213,900,10
2016,152,173,152,7
2018,154,213,154,10
2019,572,201,572,10
2020,360,188,360,10
2021,468,201,468,10
2023,100,189,100,7
2024,42,118,42,7
2025,312,190,312,10
2026,120,190,120,10
2027,704,213,704,10
2030,256,213,256,10
2031,90,190,90,10
2032,150,190,150,10
2033,176,189,176,7
2034,350,190,350,10
2035,660,194,660,10
2036,72,188,72,10
2037,376,213,376,10
2038,208,201,208,10
2039,420,194,420,10
2040,256,201,256,10
2042,360,213,360,10
2043,189,190,189,10
2044,357,201,357,10
2045,150,197,150,10
2047,459,189,459,10
2050,720,200,720,10
2051,336,190,336,10
2052,392,213,392,10
2053,24,173,24,1
2054,441,213,441,10
2055,160,189,160,7
2056,98,190,98,10
2058,1351,213,1351,10
2059,1012,213,1012,10
2060,234,213,234,10
2062,238,190,238,10
2063,32,173,32,7
2065,253,201,253,10
2070,91,190,91,10
2071,1211,213,1211,10
2073,410,213,410,10
2074,510,213,510,10
2075,294,190,294,10
2077,288,201,288,10
2079,187,190,187,10
2081,328,209,328,10
2082,7,20,7,1
2084,90,190,90,10
2086,354,213,354,10
2088,182,190,182,10
2091,48,173,48,7
2092,252,190,252,10
2094,70,173,70,7
2096,108,190,108,10
2098,378,188,378,10
2100,105,189,105,10
2101,616,190,616,10
2102,4392,213,4392,10
2103,156,190,156,10
2104,527,213,527,10
2105,301,213,301,10
2106,2400,213,2400,10
2109,380,190,380,10
2110,320,190,320,10
2111,203,189,203,10
2113,3567,213,3567,10
2114,99,190,99,10
2115,672,190,672,10
2116,420,201,420,10
2119,286,213,286,10
2120,1125,213,1125,10
2121,357,190,357,10
2122,205,173,205,8
2123,396,190,396,10
2124,920,213,920,10
2125,253,201,253,10
2126,60,190,60,10
2127,85,201,85,10
2128,308,201,308,10
2129,250,201,250,10
2130,406,201,406,10
2132,1044,200,1044,10
2133,2592,213,2592,10
2134,372,190,372,10
2135,152,201,152,10
2136,575,213,575,10
2138,864,201,864,10
2139,2280,213,2280,10
2140,1544,213,1544,10
2141,100,213,100,10
2142,90,190,90,10
2143,108,190,108,10
2144,406,208,406,10
2145,168,188,168,10
2146,285,201,285,10
2148,966,190,966,10
2149,1872,213,1872,10
2150,936,213,936,10
2151,140,189,140,7
2152,135,201,135,10
2153,705,190,705,10
2154,300,190,300,10
2156,275,190,275,10
2158,936,190,936,10
2159,1023,213,1023,10
2160,495,190,495,10
2161,72,173,72,7
2162,296,190,296,10
2163,96,173,96,7
2164,330,190,330,10
2165,520,190,520,10
2166,372,201,372,10
2167,1326,213,1326,10
2168,240,190,240,10
2169,767,201,767,10
2170,500,189,500,10
2171,363,190,363,10
2172,270,173,270,7
2173,322,213,322,10
2174,568,197,568,10
2175,567,213,567,10
2176,441,213,441,10
2179,27,118,27,7
2180,56,173,56,7
2181,112,201,112,10
2182,135,201,135,10
2183,70,190,70,10
2184,520,213,520,10
2186,110,213,110,7
2187,56,208,56,10
2188,154,190,154,10
2190,231,201,231,10
2191,847,213,847,10
2192,117,173,117,7
2194,260,201,260,10
2195,96,173,96,7
2196,270,190,270,10
2197,100,190,100,10
2199,250,213,250,10
2200,204,213,204,10
2201,180,190,180,10
2202,550,213,550,10
2204,480,213,480,10
2205,84,189,84,10
2207,629,190,629,10
2211,468,201,468,10
2212,513,213,513,10
2213,144,213,144,10
2214,288,197,288,10
2215,266,201,266,10
2216,77,173,77,7
2217,144,173,144,7
2218,27,118,27,7
2219,153,190,153,10
2222,112,190,112,10
2224,50,190,50,10
2225,60,188,60,10
2229,72,190,72,10
2230,384,189,384,10
2233,420,201,420,10
2236,14,118,14,1
2237,60,190,60,10
2242,540,190,540,10
2247,234,190,234,10
2249,216,213,216,10
2250,232,213,232,10
2251,155,190,155,10
2254,976,213,976,10
2255,504,213,504,10
2256,473,190,473,10
2257,1490,190,1490,10
2258,387,213,387,10
2259,530,213,530,10
2260,847,201,847,10
2261,520,190,520,10
2262,27,118,27,7
2263,132,213,132,10
2264,168,173,168,7
2266,234,190,234,10
2267,72,190,72,10
2269,320,208,320,10
2270,504,213,504,10
2271,360,213,360,10
2272,504,213,504,10
2273,497,213,497,10
2275,440,190,440,10
2277,531,190,531,10
2278,594,197,594,10
2279,456,213,456,10
2280,280,191,280,10
2281,88,190,88,10
2283,77,173,77,8
2284,96,190,96,10
2286,208,173,208,7
2287,80,213,80,10
2288,1140,213,1140,10
2290,380,197,380,10
2291,119,190,119,10
2292,451,190,451,10
2293,144,190,144,10
2294,642,213,642,10
2295,940,213,940,10
2296,140,189,140,7
2297,100,190,100,10
2298,368,188,368,10
2301,585,190,585,10
2303,1560,213,1560,10
2305,380,213,380,10
2306,552,208,552,10
2308,1290,213,1290,10
2309,744,190,744,10
2310,384,213,384,10
2311,864,213,864,10
2312,350,190,350,10
2313,207,213,207,10
2314,108,190,108,10
2315,220,190,220,10
2319,320,173,320,7
2320,369,190,369,10
2321,532,201,532,10
2322,783,213,783,10
2323,96,190,96,10
2324,100,190,100,10
2326,238,213,238,10
2327,152,197,152,7
2328,475,213,475,10
2330,245,213,245,10
2331,280,190,280,10
2332,637,201,637,10
2333,1372,201,1372,10
2334,1248,190,1248,10
2335,200,190,200,10
2336,182,173,182,7
2337,252,190,252,10
2338,140,190,140,10
2339,288,213,288,10
2340,423,213,423,10
2341,957,189,957,10
2342,680,190,680,10
2343,30,118,30,7
2344,629,190,629,10
2345,616,190,616,10
2347,328,213,328,10
2348,204,201,204,10
2349,208,188,208,10
2350,78,190,78,10
2351,602,213,602,10
2352,342,213,342,10
2353,650,213,650,10
2354,144,190,144,10
2356,304,190,304,10
2357,1230,213,1230,10
2358,65,190,65,10
2359,266,190,266,10
2360,72,173,72,6
2363,260,213,260,10
2364,420,190,420,10
2365,490,213,490,10
2367,120,192,120,6
2368,288,190,288,10
2369,288,190,288,10
2370,176,190,176,10
2371,480,190,480,10
2372,200,213,200,10
2378,270,213,270,10
2379,616,213,616,10
2380,804,213,804,10
2381,1872,213,1872,10
2383,1540,190,1540,10
2384,819,213,819,10
2385,1050,213,1050,10
2386,610,213,610,10
2388,330,190,330,10
2390,270,203,270,8
2391,272,190,272,10
2393,54,173,54,7
2394,120,190,120,10
2395,384,213,384,10
2396,261,213,261,10
2397,2975,213,2975,10
2398,1521,189,1521,7
2400,8,20,8,1
2401,126,201,126,10
2402,96,190,96,10
2403,296,213,296,10
2405,306,213,306,10
2406,120,190,120,10
2407,216,201,216,10
2408,78,201,78,10
2409,144,190,144,10
2410,854,190,854,10
2411,66,20,66,1
2413,80,190,80,10
2414,603,213,603,10
2415,495,213,495,10
2417,312,213,312,10
2419,2992,201,2992,10
2420,720,201,720,10
2421,630,213,630,10
2422,952,213,952,10
2423,432,201,432,10
2424,473,213,473,10
2425,396,188,396,10
2426,828,213,828,10
2427,77,190,77,10
2428,1106,200,1106,10
2429,207,190,207,10
2431,333,190,333,10
2432,429,213,429,10
2434,21,118,21,7
2435,32,189,32,1
2440,105,190,105,10
2442,140,190,140,10
2443,671,214,671,10
2444,240,190,240,10
2445,522,213,522,10
2446,414,190,414,10
2447,780,213,780,10
2448,638,190,638,10
2449,440,201,440,10
2450,1120,213,1120,10
2452,252,201,252,10
2453,2178,213,2178,10
2454,6880,213,6880,10
2455,1104,201,1104,10
2456,140,208,140,8
2457,315,213,315,10
2458,940,213,940,10
2459,245,201,245,10
2460,10,20,10,1
2461,117,201,117,10
2463,468,213,468,10
2464,66,173,66,7
2466,72,196,72,8
2467,50,190,50,10
2468,432,190,432,10
2469,320,213,320,10
2473,234,201,234,10
2475,600,190,600,10
2477,282,201,282,10
2478,481,173,481,8
2480,286,190,286,10
2481,189,201,189,10
2482,1340,213,1340,10
2483,803,190,803,10
2484,360,201,360,10
2485,468,189,468,7
2486,108,190,108,10
2487,270,190,270,10
2488,594,190,594,10
2489,48,173,48,6
2490,384,189,384,8
2491,553,190,553,10
2492,224,173,224,7
2493,72,173,72,7
2495,240,190,240,10
2496,510,201,510,10
2498,176,190,176,10
2499,560,190,560,10
2500,90,194,90,10
2503,160,190,160,10
2504,72,189,72,7
2505,504,200,504,10
2506,756,213,756,10
2507,14,118,14,1
2508,196,213,196,10
2509,154,190,154,10
2510,80,173,80,7
2511,648,213,648,10
2512,175,213,175,10
2513,510,213,510,10
2515,296,190,296,10
2516,90,190,90,10
2517,12,118,12,1
2518,282,190,282,10
2519,220,190,220,10
2520,114,201,114,10
2522,364,190,364,10
2523,300,213,300,10
2525,114,201,114,10
2527,210,201,210,10
2528,84,213,84,10
2529,48,173,48,7
2532,120,190,120,10
2534,150,173,150,7
2536,108,190,108,10
2537,24,118,24,7
2539,952,213,952,10
2540,630,213,630,10
2541,504,190,504,10
2542,297,208,297,10
2543,770,213,770,10
2544,306,190,306,10
2545,120,190,120,10
2546,98,190,98,10
2547,600,213,600,10
2548,180,201,180,10
2549,960,190,960,10
2550,145,188,145,10
2551,544,190,544,10
2552,1040,213,1040,10
2553,456,213,456,10
2554,247,190,247,10
2555,605,190,605,10
2556,682,201,682,10
2557,161,190,161,10
2558,360,190,360,10
2559,320,188,320,10
2561,88,190,88,10
2562,140,190,140,10
2563,352,200,352,10
2564,470,190,470,10
2565,352,190,352,10
2566,582,213,582,10
2567,154,190,154,10
2569,50,190,50,10
2571,765,190,765,10
2572,819,213,819,10
2573,120,190,120,10
2574,413,213,413,10
2576,351,189,351,10
2578,80,190,80,10
2581,288,188,288,10
2583,702,213,702,10
2584,768,213,768,10
2585,500,201,500,10
2586,1120,213,1120,10
2587,1368,213,1368,10
2589,2772,213,2772,10
2590,873,190,873,10
2591,1204,213,1204,10
2592,232,190,232,10
2593,231,213,231,10
2594,448,201,448,10
2595,187,190,187,10
2596,516,190,516,10
2597,175,190,175,10
2598,1232,201,1232,10
2599,105,190,105,10
2600,1110,213,1110,10
2602,40,190,40,10
2603,6,110,6,7
2604,126,201,126,10
2605,1180,200,1180,11
2607,1085,213,1085,10
2608,924,201,924,10
2609,147,213,147,10
2610,1476,213,1476,10
2611,144,190,144,10
2612,1651,213,1651,10
2613,84,188,84,10
2614,688,213,688,10
2615,1400,213,1400,10
2616,245,213,245,10
2618,64,213,64,6
2619,189,190,189,10
2620,296,213,296,10
2621,440,190,440,10
2622,256,190,256,10
2624,189,189,189,7
2626,170,213,170,10
2629,310,201,310,10
2630,13090,213,13090,10
2631,469,191,469,10
2632,1170,213,1170,10
2633,651,201,651,10
2634,1204,213,1204,10
2635,216,190,216,10
2636,175,213,175,10
2637,27,118,27,7
2638,270,197,270,10
2639,406,201,406,10
2640,50,64,50,3
2641,636,213,636,10
2642,2180,213,2180,10
2643,84,190,84,10
2644,104,190,104,10
2645,1125,190,1125,10
2647,400,190,400,10
2649,2115,213,2115,10
2650,903,190,903,10
2651,450,189,450,7
2652,1853,201,1853,10
2653,208,188,208,10
2654,621,213,621,10
2655,174,200,174,10
2657,117,188,117,10
2658,416,213,416,10
2661,80,173,80,7
2662,308,190,308,10
2664,182,190,182,10
2665,78,189,78,7
2666,144,173,144,7
2667,160,190,160,10
2668,186,189,186,10
2669,216,201,216,10
2670,217,190,217,10
2674,300,190,300,10
2675,756,194,756,10
2676,423,190,423,10
2677,264,190,264,10
2679,319,190,319,10
2681,352,200,352,10
2683,450,200,450,10
2684,744,213,744,10
2685,222,213,222,10
2686,333,190,333,10
2687,110,190,110,10
2688,225,190,225,10
2689,90,190,90,10
2690,632,201,632,10
2691,1472,213,1472,10
2692,171,173,171,7
2693,513,189,513,8
2694,81,213,81,10
2695,500,215,500,10
2697,973,191,973,10
2698,616,213,616,10
2699,176,190,176,10
2701,702,213,702,10
2702,861,213,861,10
2703,759,200,759,10
2704,352,201,352,10
2705,272,190,272,10
2706,630,213,630,10
2707,170,190,170,10
2708,112,213,112,10
2709,114,190,114,10
2711,480,189,480,10
2712,140,190,140,10
2713,112,190,112,10
2714,528,190,528,10
2715,72,190,72,10
2716,216,190,216,10
2718,980,213,980,10
2719,900,213,900,10
2720,448,213,448,10
2721,1704,213,1704,10
2722,432,190,432,10
2723,344,213,344,10
2724,70,189,70,7
2725,156,213,156,10
2727,140,190,140,10
2728,70,190,70,10
2729,290,213,290,10
2730,2040,213,2040,10
2732,623,200,623,10
2733,351,188,351,10
2734,480,208,480,10
2735,549,213,549,10
2737,913,190,913,10
2738,352,201,352,10
2739,294,213,294,10
2740,230,213,230,10
2744,315,213,315,10
2745,240,201,240,10
2746,224,213,224,10
2747,306,190,306,10
2749,539,201,539,10
2752,78,190,78,10
2754,363,201,363,10
2756,480,201,480,10
2757,1590,213,1590,10
2758,245,213,245,10
2759,140,201,140,10
2760,800,213,800,10
2761,990,213,990,10
2762,162,190,162,10
2763,154,213,154,10
2765,595,208,595,10
2767,78,190,78,10
2768,192,201,192,10
2769,56,173,56,7
2770,160,213,160,10
2772,180,190,180,10
2774,130,201,130,10
2776,120,201,120,10
2777,414,190,414,10
2778,1712,213,1712,10
2779,1210,213,1210,10
2780,1746,213,1746,10
2781,1960,213,1960,10
2782,700,213,700,10
2784,440,213,440,10
2786,88,190,88,10
2787,1450,201,1450,10
2788,319,188,319,10
2789,102,194,102,10
2791,840,190,840,10
2792,100,190,100,10
2794,920,190,920,10
2796,420,190,420,10
2797,90,190,90,10
2798,664,190,664,10
2800,715,201,715,10
2801,176,190,176,10
2802,1200,213,1200,10
2803,144,173,144,7
2804,253,190,253,10
2805,720,201,720,10
2807,1368,188,1368,10
2808,60,190,60,10
2809,456,190,456,10
2810,240,190,240,10
2811,276,190,276,10
2812,432,201,432,10
2814,224,213,224,10
2815,2570,213,2570,10
2816,1971,213,1971,10
2817,1001,190,1001,10
2818,4472,213,4472,10
2820,80,190,80,10
2822,224,190,224,10
2823,169,189,169,10
2824,152,194,152,10
2825,3750,213,3750,10
2826,22,118,22,1
2827,96,190,96,10
2828,2640,201,2640,10
2829,275,190,275,10
2830,520,201,520,10
2831,91,189,91,7
2832,210,190,210,10
2833,144,173,144,7
2835,117,190,117,10
2836,108,190,108,10
2837,240,190,240,10
2838,279,190,279,10
2840,672,208,672,10
2841,477,213,477,10
2842,352,213,352,10
2843,80,173,80,7
2844,350,213,350,10
2845,168,190,168,10
2846,170,190,170,10
2847,729,201,729,10
2848,288,190,288,10
2850,228,189,228,10
2851,180,213,180,10
2852,532,213,532,10
2853,56,201,56,8
2854,532,190,532,10
2855,510,213,510,10
2857,469,190,469,10
2858,650,190,650,10
2859,544,213,544,10
2860,810,213,810,10
2861,224,190,224,10
2863,18,118,18,7
2864,224,208,224,10
2865,80,173,80,10
2866,126,190,126,10
2867,300,190,300,10
2868,552,213,552,10
2869,350,173,350,7
2870,112,190,112,10
2872,1098,190,1098,10
2873,112,201,112,10
2874,156,190,156,10
2875,66,189,66,10
2876,70,190,70,10
2877,330,190,330,10
2878,570,213,570,10
2879,261,213,261,10
2880,243,190,243,10
2881,32,173,32,1
2883,40,173,40,6
2884,104,190,104,10
2885,36,173,36,1
2886,216,190,216,10
2889,224,213,224,10
2891,210,213,210,10
2892,328,190,328,10
2893,204,190,204,10
2894,128,190,128,10
2895,12,118,12,1
2896,220,189,220,7
2897,288,213,288,7
2898,112,190,112,10
2899,100,190,100,10
2900,980,213,980,10
2901,70,173,70,7
2902,108,190,108,10
2903,140,173,140,8
2905,371,189,371,10
2906,160,201,160,10
2908,315,190,315,10
2910,200,190,200,10
2912,216,190,216,10
2913,138,190,138,10
2915,20,173,20,7
2916,207,190,207,10
2917,763,213,763,10
2918,1092,213,1092,10
2919,1183,201,1183,10
2920,350,190,350,10
2921,24,20,24,1
2922,1540,213,1540,10
2924,108,190,108,10
2926,1716,213,1716,10
2927,2624,213,2624,10
2929,432,200,432,10
2930,1666,201,1666,10
2931,413,213,413,10
2932,840,213,840,10
2933,420,201,420,10
2935,760,213,760,10
2936,627,213,627,10
2937,162,190,162,10
2938,936,201,936,10
2939,286,190,286,10
2940,513,213,513,10
2941,280,201,280,10
2942,1064,213,1064,10
2943,110,190,110,10
2944,90,173,90,8
2945,140,190,140,10
2946,513,213,513,10
2947,1007,190,1007,10
2948,376,213,376,10
2949,440,190,440,10
2950,240,190,240,10
2951,432,213,432,10
2954,1166,213,1166,10
2955,91,190,91,10
2956,1827,213,1827,10
2957,18,20,18,1
2958,301,190,301,10
2959,896,213,896,10
2960,96,190,96,10
2962,297,213,297,10
2963,288,190,288,10
2964,630,213,630,10
2965,150,213,150,10
2966,297,188,297,10
2967,30,20,30,1
2969,648,213,648,10
2972,360,190,360,10
2973,108,173,108,7
2974,30,173,30,10
2975,612,201,612,10
2976,176,190,176,10
2978,688,213,688,10
2979,11,118,11,1
2980,1872,213,1872,10
2982,399,213,399,10
2983,336,213,336,10
2984,114,190,114,10
