userid,bank_income_sum,bank_outcome_sum,bank_amountCha,bank_income_amta,bank_outcome_amta,bank_amtaCha,bank_type_count,bank_type_outcomeCount,bank_type_incomeCount
737,3017.0,4862.0,1845.0,232.0,374.0,142.0,656,424,232
739,7171.0,12325.0,5154.0,552.0,948.0,396.0,1493,974,519
740,925.0,1641.0,715.0,77.0,137.0,60.0,223,146,77
741,1383.0,3461.0,2078.0,106.0,266.0,160.0,445,331,114
742,503.0,2027.0,1523.0,58.0,225.0,167.0,259,208,51
743,811.0,1133.0,322.0,81.0,113.0,32.0,162,99,63
746,1365.0,3129.0,1764.0,117.0,261.0,144.0,361,257,104
751,3165.0,5147.0,1982.0,243.0,396.0,152.0,700,454,246
752,619.0,829.0,210.0,52.0,64.0,12.0,130,76,54
755,3984.0,8205.0,4221.0,306.0,631.0,325.0,1033,723,310
756,1214.0,2462.0,1248.0,135.0,319.0,184.0,304,209,95
757,431.0,953.0,522.0,43.0,100.0,57.0,109,76,33
758,918.0,1848.0,930.0,71.0,145.0,75.0,230,155,75
760,803.0,1004.0,201.0,62.0,77.0,15.0,155,87,68
762,5108.0,12910.0,7802.0,426.0,1076.0,650.0,1546,1134,412
767,8220.0,11849.0,3629.0,632.0,911.0,279.0,1587,989,598
769,3838.0,10812.0,6974.0,398.0,1081.0,683.0,1296,982,314
770,456.0,1805.0,1350.0,114.0,748.0,634.0,219,181,38
771,2366.0,5880.0,3514.0,338.0,840.0,502.0,685,515,170
774,3489.0,10233.0,6743.0,291.0,853.0,562.0,1161,888,273
775,760.0,2694.0,1934.0,58.0,207.0,149.0,341,271,70
776,1813.0,3920.0,2107.0,151.0,327.0,176.0,531,373,158
777,748.0,1689.0,941.0,75.0,203.0,128.0,212,151,61
778,841.0,2688.0,1847.0,120.0,384.0,264.0,316,247,69
779,40.0,54.0,15.0,13.0,18.0,5.0,7,4,3
780,992.0,2646.0,1654.0,142.0,378.0,236.0,322,239,83
783,3775.0,5496.0,1721.0,290.0,423.0,132.0,808,512,296
785,7671.0,15322.0,7650.0,639.0,1277.0,638.0,2000,1361,639
786,288.0,706.0,418.0,43.0,101.0,58.0,95,71,24
787,5258.0,15555.0,10297.0,404.0,1197.0,792.0,1673,1313,360
789,4969.0,5526.0,557.0,382.0,425.0,43.0,761,410,351
790,329.0,593.0,264.0,47.0,85.0,38.0,85,55,30
792,53.0,434.0,381.0,18.0,145.0,127.0,44,40,4
793,839.0,1846.0,1008.0,105.0,231.0,126.0,217,159,58
794,2010.0,3700.0,1690.0,155.0,285.0,130.0,486,327,159
795,848.0,3073.0,2225.0,71.0,256.0,185.0,343,275,68
796,3273.0,5775.0,2502.0,252.0,444.0,192.0,810,527,283
797,4979.0,11213.0,6233.0,383.0,863.0,479.0,1308,938,370
798,1868.0,7902.0,6035.0,208.0,878.0,671.0,776,643,133
800,526.0,1111.0,584.0,75.0,159.0,83.0,154,111,43
802,2611.0,5625.0,3014.0,201.0,433.0,232.0,726,514,212
803,1492.0,5101.0,3609.0,115.0,392.0,278.0,575,462,113
804,3852.0,10634.0,6781.0,296.0,818.0,522.0,1158,875,283
805,289.0,736.0,447.0,38.0,101.0,63.0,101,74,27
806,2209.0,3825.0,1616.0,170.0,294.0,124.0,514,345,169
807,2215.0,7502.0,5287.0,443.0,1500.0,1057.0,740,585,155
808,11072.0,18850.0,7778.0,923.0,1571.0,648.0,2100,1378,722
809,4067.0,7827.0,3760.0,313.0,602.0,289.0,1154,814,340
811,1273.0,2285.0,1012.0,98.0,177.0,79.0,312,210,102
812,3188.0,6561.0,3372.0,245.0,505.0,259.0,820,565,255
815,1124.0,1330.0,206.0,86.0,102.0,16.0,206,117,89
817,2698.0,4580.0,1882.0,208.0,352.0,145.0,647,420,227
818,1542.0,4277.0,2736.0,119.0,329.0,210.0,511,387,124
819,602.0,1548.0,947.0,150.0,387.0,237.0,185,135,50
827,4067.0,4723.0,656.0,313.0,363.0,50.0,760,417,343
828,1071.0,2285.0,1215.0,82.0,176.0,93.0,279,195,84
830,1522.0,3537.0,2015.0,117.0,272.0,155.0,422,307,115
831,1207.0,2001.0,794.0,127.0,201.0,74.0,250,163,87
832,4702.0,10234.0,5532.0,887.0,1462.0,575.0,1174,845,329
836,8179.0,19056.0,10878.0,629.0,1466.0,837.0,2263,1626,637
837,1406.0,1517.0,111.0,108.0,117.0,9.0,242,131,111
838,937.0,2204.0,1268.0,72.0,170.0,98.0,277,199,78
840,2954.0,4690.0,1735.0,227.0,361.0,133.0,579,366,213
842,1299.0,2373.0,1074.0,162.0,297.0,134.0,303,200,103
843,2226.0,2489.0,264.0,171.0,191.0,20.0,337,178,159
844,763.0,949.0,186.0,64.0,79.0,16.0,176,101,75
845,2560.0,7625.0,5065.0,197.0,587.0,390.0,890,686,204
846,6238.0,8728.0,2490.0,480.0,671.0,192.0,1245,759,486
849,2177.0,9321.0,7144.0,167.0,717.0,550.0,955,791,164
850,811.0,2602.0,1791.0,62.0,200.0,138.0,307,236,71
851,2001.0,2270.0,269.0,160.0,175.0,14.0,446,254,192
852,805.0,1752.0,947.0,67.0,146.0,79.0,223,157,66
853,1137.0,2613.0,1476.0,88.0,201.0,113.0,358,255,103
854,1604.0,7197.0,5593.0,123.0,554.0,430.0,844,709,135
855,2373.0,3454.0,1081.0,183.0,266.0,83.0,465,291,174
856,3032.0,6181.0,3149.0,253.0,515.0,262.0,665,463,202
857,3512.0,7628.0,4116.0,270.0,587.0,317.0,940,677,263
859,747.0,1585.0,837.0,67.0,133.0,66.0,183,125,58
862,582.0,1020.0,438.0,53.0,83.0,31.0,125,81,44
864,1730.0,4559.0,2828.0,144.0,380.0,236.0,527,383,144
865,4747.0,12755.0,8008.0,365.0,981.0,616.0,1469,1101,368
867,308.0,725.0,416.0,77.0,181.0,104.0,94,68,26
868,721.0,1929.0,1209.0,80.0,214.0,134.0,234,180,54
870,5708.0,10848.0,5140.0,571.0,1085.0,514.0,1327,921,406
871,2870.0,6367.0,3497.0,261.0,677.0,416.0,785,562,223
872,6500.0,12979.0,6479.0,500.0,998.0,498.0,1619,1144,475
873,1712.0,4370.0,2658.0,143.0,388.0,245.0,461,339,122
874,3130.0,6980.0,3850.0,241.0,537.0,296.0,735,520,215
875,342.0,642.0,300.0,114.0,214.0,100.0,91,62,29
877,742.0,1802.0,1060.0,106.0,257.0,151.0,249,184,65
880,645.0,995.0,350.0,161.0,249.0,87.0,137,86,51
881,91.0,120.0,28.0,23.0,49.0,26.0,19,10,9
882,5656.0,10315.0,4659.0,435.0,793.0,358.0,1189,804,385
884,5045.0,6779.0,1734.0,420.0,565.0,144.0,924,543,381
885,2119.0,4446.0,2326.0,163.0,342.0,179.0,628,443,185
887,1781.0,4617.0,2836.0,137.0,355.0,218.0,563,414,149
888,3124.0,6998.0,3874.0,240.0,538.0,298.0,933,665,268
890,4544.0,11284.0,6740.0,350.0,868.0,518.0,1409,1053,356
891,1588.0,2456.0,868.0,176.0,273.0,96.0,359,219,140
892,2699.0,7349.0,4649.0,208.0,565.0,358.0,922,696,226
894,156.0,396.0,240.0,52.0,292.0,240.0,53,40,13
895,794.0,2031.0,1237.0,61.0,156.0,95.0,236,176,60
898,1095.0,2527.0,1433.0,182.0,421.0,239.0,378,280,98
900,3155.0,6002.0,2847.0,243.0,462.0,219.0,782,554,228
902,377.0,394.0,17.0,75.0,79.0,3.0,71,36,35
904,2083.0,6816.0,4732.0,160.0,524.0,364.0,791,635,156
905,1671.0,8856.0,7185.0,129.0,681.0,553.0,938,805,133
906,2289.0,8227.0,5937.0,191.0,686.0,495.0,990,791,199
908,807.0,1412.0,605.0,75.0,128.0,54.0,177,118,59
909,3620.0,7593.0,3973.0,278.0,584.0,306.0,1144,827,317
910,4217.0,7214.0,2997.0,324.0,555.0,231.0,908,587,321
911,3956.0,9916.0,5961.0,304.0,763.0,459.0,1177,866,311
912,1715.0,4654.0,2938.0,132.0,367.0,235.0,619,476,143
914,1777.0,5950.0,4174.0,148.0,458.0,310.0,717,572,145
915,1613.0,2552.0,939.0,125.0,196.0,71.0,362,236,126
917,5004.0,9645.0,4641.0,385.0,742.0,357.0,1086,733,353
918,7101.0,19499.0,12398.0,1420.0,3900.0,2480.0,2027,1546,481
919,6845.0,17708.0,10863.0,527.0,1362.0,836.0,2162,1590,572
921,625.0,1043.0,419.0,156.0,261.0,105.0,135,93,42
922,1984.0,2253.0,269.0,283.0,322.0,38.0,356,195,161
923,3960.0,9636.0,5675.0,307.0,741.0,435.0,1302,932,370
926,2271.0,4723.0,2452.0,189.0,394.0,204.0,720,509,211
927,2384.0,11667.0,9284.0,265.0,1296.0,1032.0,1208,1041,167
928,499.0,1095.0,597.0,38.0,84.0,46.0,138,97,41
930,4265.0,7216.0,2951.0,328.0,555.0,227.0,984,634,350
933,2137.0,7216.0,5079.0,305.0,459.0,154.0,165,0,165
934,6898.0,16022.0,9124.0,531.0,1232.0,702.0,1730,1227,503
935,2251.0,3307.0,1056.0,173.0,254.0,81.0,429,261,168
936,1942.0,4636.0,2694.0,149.0,357.0,207.0,648,463,185
937,437.0,979.0,541.0,34.0,75.0,42.0,119,86,33
939,2189.0,3617.0,1428.0,168.0,278.0,110.0,437,265,172
940,859.0,2545.0,1685.0,78.0,231.0,153.0,314,247,67
942,1414.0,2126.0,711.0,118.0,177.0,59.0,315,203,112
943,2625.0,5532.0,2906.0,202.0,426.0,224.0,683,475,208
944,3053.0,3640.0,586.0,305.0,364.0,59.0,579,337,242
945,1555.0,3774.0,2219.0,120.0,290.0,171.0,484,359,125
947,263.0,506.0,242.0,38.0,81.0,44.0,54,36,18
948,1819.0,3247.0,1428.0,364.0,649.0,286.0,390,264,126
951,1011.0,3233.0,2222.0,78.0,249.0,171.0,413,326,87
954,2761.0,4482.0,1721.0,212.0,345.0,132.0,588,380,208
956,238.0,689.0,451.0,35.0,98.0,63.0,82,61,21
957,1728.0,4433.0,2706.0,133.0,341.0,208.0,498,370,128
958,1241.0,2516.0,1275.0,95.0,194.0,98.0,323,225,98
959,1052.0,2091.0,1039.0,105.0,209.0,104.0,257,177,80
961,632.0,1699.0,1067.0,51.0,131.0,80.0,190,140,50
962,3014.0,7183.0,4169.0,251.0,599.0,347.0,825,609,216
963,1484.0,6054.0,4571.0,124.0,505.0,381.0,650,536,114
965,1344.0,6054.0,4710.0,269.0,502.0,234.0,115,0,115
966,1516.0,1544.0,27.0,155.0,154.0,-1.0,277,143,134
970,1254.0,2430.0,1177.0,104.0,203.0,98.0,319,211,108
971,5305.0,9976.0,4671.0,442.0,831.0,389.0,1317,891,426
973,4349.0,5923.0,1574.0,362.0,494.0,131.0,719,425,294
977,2623.0,4504.0,1882.0,202.0,346.0,145.0,518,341,177
980,8216.0,15886.0,7670.0,1174.0,2269.0,1096.0,2000,1367,633
981,849.0,3539.0,2691.0,94.0,393.0,299.0,409,342,67
983,1439.0,2442.0,1003.0,120.0,204.0,84.0,360,241,119
984,1428.0,2724.0,1296.0,110.0,229.0,119.0,340,234,106
985,679.0,1319.0,640.0,75.0,147.0,71.0,183,124,59
986,1943.0,3742.0,1799.0,149.0,288.0,138.0,519,352,167
989,663.0,1070.0,408.0,133.0,214.0,82.0,151,96,55
990,2980.0,12678.0,9698.0,229.0,975.0,746.0,1331,1096,235
992,589.0,1227.0,638.0,66.0,136.0,70.0,147,102,45
996,766.0,2436.0,1670.0,65.0,187.0,123.0,288,224,64
998,4321.0,8092.0,3771.0,309.0,578.0,269.0,970,648,322
1000,3132.0,9132.0,6000.0,313.0,913.0,600.0,1023,779,244
1001,2289.0,4412.0,2123.0,176.0,339.0,163.0,577,382,195
1003,1890.0,6471.0,4581.0,189.0,647.0,458.0,793,635,158
1005,825.0,3604.0,2779.0,93.0,277.0,184.0,385,319,66
1007,499.0,1346.0,847.0,51.0,154.0,103.0,179,135,44
1010,1742.0,3007.0,1265.0,135.0,231.0,96.0,453,307,146
1011,2054.0,4267.0,2213.0,171.0,356.0,184.0,530,370,160
1012,1277.0,4455.0,3178.0,106.0,371.0,265.0,526,425,101
1013,1814.0,5616.0,3802.0,130.0,401.0,272.0,670,518,152
1014,947.0,2722.0,1775.0,79.0,227.0,148.0,347,261,86
1015,1118.0,2472.0,1354.0,102.0,225.0,123.0,318,228,90
1016,1591.0,4411.0,2820.0,122.0,339.0,217.0,528,402,126
1017,1024.0,1679.0,655.0,79.0,129.0,50.0,242,159,83
1018,4522.0,10164.0,5642.0,348.0,782.0,434.0,1200,838,362
1019,147.0,288.0,141.0,21.0,41.0,20.0,36,26,10
1020,8490.0,11151.0,2661.0,653.0,858.0,205.0,1616,943,673
1021,1648.0,3312.0,1664.0,275.0,552.0,277.0,452,315,137
1023,4255.0,7073.0,2818.0,327.0,544.0,217.0,966,653,313
1025,2020.0,4186.0,2166.0,155.0,322.0,167.0,581,414,167
1026,9779.0,15451.0,5672.0,1630.0,2575.0,945.0,2000,1261,739
1027,367.0,363.0,-5.0,184.0,181.0,-2.0,52,26,26
1030,1104.0,3806.0,2702.0,85.0,293.0,208.0,449,358,91
1031,5703.0,10847.0,5144.0,439.0,834.0,396.0,1390,949,441
1032,1227.0,1630.0,403.0,307.0,636.0,329.0,254,150,104
1034,2263.0,1630.0,-633.0,251.0,645.0,393.0,210,0,210
1035,2145.0,2646.0,501.0,268.0,331.0,63.0,381,217,164
1036,3787.0,5383.0,1596.0,316.0,449.0,133.0,840,505,335
1037,3622.0,6240.0,2617.0,259.0,446.0,187.0,739,483,256
1038,2715.0,8242.0,5528.0,209.0,634.0,425.0,1062,829,233
1039,693.0,1544.0,851.0,115.0,257.0,142.0,167,118,49
1040,771.0,674.0,-98.0,119.0,97.0,-21.0,119,59,60
1041,3208.0,8511.0,5304.0,292.0,774.0,482.0,1010,759,251
1042,348.0,1284.0,936.0,32.0,99.0,67.0,146,117,29
1043,1127.0,2565.0,1438.0,94.0,214.0,120.0,341,245,96
1044,3566.0,6296.0,2730.0,297.0,525.0,228.0,759,495,264
1045,1018.0,2114.0,1097.0,85.0,176.0,91.0,322,227,95
1046,3702.0,9002.0,5300.0,285.0,692.0,408.0,1205,895,310
1048,1120.0,4248.0,3128.0,102.0,386.0,284.0,500,402,98
1049,3878.0,10042.0,6164.0,323.0,837.0,514.0,1161,857,304
1050,290.0,866.0,576.0,41.0,124.0,82.0,107,84,23
1051,1826.0,3872.0,2046.0,183.0,387.0,205.0,480,338,142
1054,3255.0,8883.0,5627.0,271.0,740.0,469.0,990,754,236
1056,2192.0,5214.0,3023.0,219.0,521.0,302.0,601,436,165
1059,2721.0,5988.0,3267.0,302.0,665.0,363.0,666,469,197
1060,5139.0,6736.0,1597.0,395.0,518.0,123.0,895,520,375
1061,2730.0,4167.0,1437.0,210.0,321.0,111.0,516,328,188
1063,1715.0,2147.0,432.0,143.0,179.0,36.0,320,183,137
1064,3294.0,5985.0,2690.0,253.0,460.0,207.0,857,585,272
1065,7458.0,21282.0,13824.0,621.0,1773.0,1152.0,2285,1766,519
1067,3868.0,8769.0,4901.0,325.0,675.0,349.0,1035,754,281
1069,9202.0,16857.0,7655.0,1840.0,3371.0,1531.0,2000,1327,673
1071,2911.0,8038.0,5127.0,243.0,670.0,427.0,997,751,246
1073,972.0,1525.0,553.0,243.0,381.0,138.0,165,102,63
1074,497.0,1786.0,1289.0,41.0,149.0,107.0,209,165,44
1075,4869.0,12298.0,7429.0,375.0,946.0,571.0,1528,1141,387
1076,319.0,1035.0,717.0,32.0,104.0,72.0,113,87,26
1078,1644.0,2086.0,442.0,149.0,190.0,40.0,310,180,130
1079,1097.0,2623.0,1526.0,84.0,202.0,117.0,341,250,91
1081,1499.0,3573.0,2074.0,167.0,434.0,268.0,468,341,127
1082,10838.0,21084.0,10246.0,834.0,1622.0,788.0,2473,1698,775
1083,411.0,1378.0,967.0,46.0,164.0,118.0,171,134,37
1084,1766.0,5809.0,4043.0,136.0,447.0,311.0,673,532,141
1087,6236.0,20042.0,13806.0,480.0,1542.0,1062.0,2486,1938,548
1088,1647.0,2802.0,1155.0,235.0,400.0,165.0,372,244,128
1094,8989.0,15816.0,6828.0,899.0,1582.0,683.0,2000,1327,673
1095,6397.0,7242.0,845.0,582.0,658.0,77.0,1067,568,499
1096,5514.0,17799.0,12284.0,551.0,1780.0,1228.0,1998,1558,440
1097,2122.0,7385.0,5262.0,177.0,615.0,439.0,870,695,175
1098,8868.0,16555.0,7687.0,801.0,1273.0,472.0,2000,1374,626
1099,3381.0,9122.0,5741.0,260.0,702.0,442.0,1051,809,242
1100,1499.0,3557.0,2058.0,115.0,274.0,158.0,484,349,135
1101,510.0,4842.0,4332.0,39.0,402.0,363.0,488,448,40
1102,1912.0,1760.0,-152.0,147.0,140.0,-7.0,257,123,134
1103,3166.0,4324.0,1158.0,245.0,333.0,88.0,508,303,205
1104,1132.0,1637.0,505.0,89.0,126.0,36.0,207,125,82
1105,1986.0,7627.0,5641.0,153.0,587.0,434.0,829,671,158
1106,3113.0,7589.0,4477.0,239.0,584.0,344.0,968,697,271
1109,2000.0,4175.0,2175.0,154.0,321.0,167.0,561,383,178
1111,529.0,1700.0,1171.0,76.0,243.0,167.0,192,149,43
1112,1392.0,3930.0,2538.0,139.0,393.0,254.0,526,400,126
1113,4002.0,6920.0,2918.0,308.0,532.0,224.0,851,558,293
1114,9310.0,14251.0,4941.0,776.0,1188.0,412.0,1803,1170,633
1115,498.0,1957.0,1459.0,49.0,163.0,114.0,227,188,39
1116,3073.0,4741.0,1668.0,307.0,474.0,167.0,543,335,208
1117,3454.0,8155.0,4701.0,266.0,628.0,362.0,962,718,244
1118,1697.0,2434.0,737.0,141.0,203.0,61.0,326,203,123
1119,2618.0,4039.0,1421.0,217.0,311.0,94.0,549,342,207
1121,911.0,1406.0,494.0,182.0,281.0,99.0,195,119,76
1123,3478.0,4232.0,754.0,268.0,326.0,58.0,635,367,268
1124,166.0,1219.0,1052.0,29.0,174.0,145.0,134,120,14
1126,1646.0,2738.0,1093.0,137.0,228.0,91.0,372,242,130
1127,897.0,1900.0,1004.0,75.0,158.0,84.0,221,153,68
1128,59.0,229.0,169.0,20.0,96.0,76.0,26,21,5
1129,1201.0,2547.0,1346.0,92.0,196.0,104.0,335,245,90
1131,5809.0,6362.0,553.0,447.0,489.0,43.0,871,480,391
1133,4338.0,6462.0,2124.0,334.0,497.0,163.0,1012,649,363
1134,1220.0,8245.0,7025.0,102.0,687.0,585.0,852,758,94
1135,1991.0,3255.0,1264.0,177.0,271.0,94.0,453,287,166
1136,597.0,974.0,378.0,48.0,82.0,34.0,125,77,48
1139,4664.0,5742.0,1078.0,359.0,442.0,83.0,855,480,375
1142,3598.0,19457.0,15859.0,277.0,1497.0,1220.0,2187,1896,291
1143,1007.0,2644.0,1637.0,77.0,203.0,126.0,351,263,88
1146,383.0,318.0,-65.0,77.0,64.0,-13.0,44,20,24
1147,1833.0,4844.0,3012.0,153.0,404.0,251.0,607,453,154
1148,5244.0,10417.0,5173.0,403.0,801.0,398.0,1382,983,399
1149,4104.0,9198.0,5094.0,316.0,708.0,392.0,1065,765,300
1151,5990.0,12241.0,6252.0,461.0,942.0,481.0,1442,983,459
1155,204.0,210.0,6.0,68.0,70.0,2.0,35,18,17
1158,2690.0,9861.0,7171.0,207.0,759.0,552.0,1163,925,238
1159,1483.0,2076.0,593.0,135.0,189.0,54.0,304,180,124
1160,9227.0,16525.0,7298.0,1025.0,1836.0,811.0,2000,1311,689
1161,3185.0,4253.0,1068.0,398.0,532.0,134.0,577,332,245
1163,1014.0,4828.0,3814.0,78.0,371.0,293.0,584,489,95
1165,2428.0,4246.0,1819.0,189.0,327.0,137.0,567,382,185
1167,4151.0,7659.0,3508.0,346.0,638.0,292.0,958,637,321
1168,8400.0,9733.0,1333.0,646.0,749.0,103.0,1357,757,600
1169,2577.0,7254.0,4677.0,198.0,558.0,360.0,776,584,192
1171,796.0,2135.0,1338.0,265.0,712.0,446.0,264,200,64
1172,2400.0,6850.0,4450.0,200.0,571.0,371.0,812,613,199
1174,1639.0,1785.0,146.0,152.0,162.0,11.0,320,166,154
1176,2731.0,6790.0,4059.0,210.0,522.0,312.0,916,678,238
1177,7421.0,10877.0,3456.0,571.0,837.0,266.0,1437,878,559
1178,2196.0,3685.0,1489.0,220.0,369.0,149.0,468,301,167
1179,1665.0,3447.0,1782.0,277.0,575.0,297.0,429,300,129
1182,1965.0,4577.0,2613.0,164.0,381.0,218.0,511,361,150
1183,3055.0,5005.0,1950.0,255.0,417.0,162.0,644,405,239
1184,3374.0,4732.0,1358.0,260.0,364.0,104.0,722,444,278
1186,2327.0,8202.0,5875.0,179.0,631.0,452.0,930,751,179
1188,2940.0,3276.0,336.0,226.0,252.0,26.0,495,272,223
1189,1315.0,2194.0,879.0,110.0,185.0,75.0,280,180,100
1190,1270.0,1972.0,702.0,102.0,152.0,50.0,298,185,113
1191,9859.0,5862.0,-3997.0,758.0,451.0,-307.0,1213,436,777
1193,3278.0,5250.0,1973.0,328.0,525.0,197.0,706,468,238
1195,2872.0,14195.0,11324.0,239.0,1183.0,944.0,1674,1433,241
1197,2138.0,5865.0,3727.0,166.0,451.0,285.0,784,598,186
1198,4681.0,16391.0,11710.0,426.0,1490.0,1065.0,1751,1395,356
1200,1423.0,6890.0,5468.0,119.0,574.0,456.0,722,612,110
1201,943.0,1617.0,674.0,73.0,124.0,52.0,203,129,74
1202,941.0,1299.0,358.0,235.0,325.0,89.0,158,92,66
1204,893.0,1418.0,525.0,74.0,118.0,44.0,193,121,72
1205,2007.0,4830.0,2823.0,154.0,372.0,217.0,635,485,150
1207,3891.0,7457.0,3567.0,299.0,574.0,274.0,945,639,306
1212,5229.0,12416.0,7186.0,402.0,955.0,553.0,1493,1084,409
1213,2460.0,5078.0,2618.0,189.0,391.0,201.0,665,453,212
1214,986.0,2147.0,1160.0,110.0,239.0,129.0,278,194,84
1215,1518.0,6201.0,4683.0,117.0,477.0,360.0,722,591,131
1216,5111.0,10479.0,5368.0,426.0,873.0,447.0,1281,875,406
1217,4658.0,17430.0,12771.0,776.0,2905.0,2129.0,2000,1612,388
1221,1735.0,2502.0,767.0,145.0,208.0,64.0,353,218,135
1223,7043.0,17051.0,10009.0,542.0,1312.0,770.0,1988,1472,516
1224,5088.0,7022.0,1934.0,424.0,585.0,161.0,1058,649,409
1225,1707.0,3624.0,1917.0,171.0,362.0,192.0,473,331,142
1229,7620.0,17483.0,9863.0,586.0,1345.0,759.0,1962,1415,547
1231,3211.0,5735.0,2523.0,401.0,717.0,315.0,758,528,230
1232,1474.0,3398.0,1923.0,115.0,261.0,147.0,402,285,117
1234,781.0,1749.0,968.0,195.0,437.0,242.0,214,154,60
1235,2985.0,12196.0,9211.0,249.0,1016.0,768.0,1405,1159,246
1239,2291.0,8959.0,6668.0,212.0,815.0,603.0,1031,842,189
1240,2838.0,4643.0,1805.0,218.0,357.0,139.0,600,378,222
1242,760.0,2099.0,1340.0,63.0,161.0,98.0,266,205,61
1243,4642.0,12291.0,7649.0,357.0,945.0,588.0,1335,1000,335
1244,4589.0,8921.0,4332.0,353.0,686.0,333.0,1152,779,373
1245,1634.0,3524.0,1890.0,136.0,294.0,158.0,478,338,140
1246,5712.0,12000.0,6287.0,439.0,923.0,484.0,1335,921,414
1247,5146.0,23250.0,18103.0,397.0,1788.0,1391.0,2457,2058,399
1248,265.0,615.0,350.0,22.0,47.0,26.0,77,55,22
1249,2701.0,7508.0,4808.0,208.0,578.0,370.0,804,618,186
1251,4891.0,10056.0,5165.0,815.0,1676.0,861.0,1162,799,363
1252,466.0,1228.0,762.0,115.0,205.0,89.0,142,106,36
1253,463.0,1530.0,1067.0,41.0,118.0,76.0,185,148,37
1254,1551.0,6039.0,4488.0,123.0,465.0,341.0,656,539,117
1257,233.0,611.0,379.0,19.0,51.0,32.0,68,52,16
1258,4993.0,14381.0,9388.0,384.0,1106.0,722.0,1508,1188,320
1259,1910.0,2764.0,854.0,147.0,213.0,66.0,363,217,146
1260,1317.0,7314.0,5997.0,110.0,609.0,500.0,749,649,100
1262,1041.0,1687.0,646.0,95.0,153.0,59.0,246,157,89
1264,3782.0,4989.0,1207.0,315.0,416.0,101.0,670,393,277
1265,1708.0,3662.0,1954.0,131.0,282.0,150.0,419,294,125
1266,1584.0,1510.0,-73.0,396.0,378.0,-18.0,250,126,124
1268,2073.0,3659.0,1586.0,188.0,338.0,150.0,540,359,181
1269,763.0,2507.0,1744.0,61.0,193.0,132.0,296,229,67
1272,916.0,1132.0,216.0,183.0,226.0,43.0,187,105,82
1274,2540.0,5683.0,3143.0,231.0,517.0,286.0,699,502,197
1275,3291.0,1851.0,-1440.0,253.0,142.0,-111.0,439,148,291
1277,3498.0,4931.0,1433.0,389.0,548.0,159.0,653,398,255
1280,7417.0,18285.0,10868.0,618.0,1524.0,906.0,2000,1450,550
1281,8435.0,20267.0,11832.0,603.0,1448.0,845.0,2318,1683,635
1282,923.0,2455.0,1531.0,79.0,205.0,127.0,300,219,81
1283,2572.0,5987.0,3414.0,198.0,461.0,263.0,637,453,184
1284,10319.0,19773.0,9454.0,860.0,1648.0,788.0,2200,1522,678
1285,4769.0,6156.0,1387.0,367.0,474.0,107.0,889,530,359
1288,3797.0,6171.0,2375.0,316.0,514.0,198.0,818,534,284
1289,2350.0,4385.0,2035.0,181.0,337.0,157.0,557,374,183
1290,2304.0,10487.0,8183.0,177.0,807.0,629.0,1188,997,191
1291,4856.0,6901.0,2044.0,374.0,531.0,157.0,1000,629,371
1292,3544.0,5816.0,2273.0,273.0,447.0,175.0,743,476,267
1295,666.0,910.0,244.0,57.0,83.0,26.0,147,89,58
1297,5630.0,9612.0,3982.0,433.0,739.0,306.0,1108,747,361
1298,5140.0,9359.0,4219.0,428.0,780.0,352.0,1226,820,406
1300,4790.0,5968.0,1177.0,479.0,598.0,119.0,657,374,283
1301,2275.0,7960.0,5685.0,190.0,663.0,474.0,993,797,196
1302,3444.0,4248.0,804.0,265.0,327.0,62.0,589,334,255
1303,1795.0,5475.0,3679.0,138.0,421.0,283.0,573,451,122
1306,2030.0,3214.0,1184.0,203.0,321.0,118.0,440,280,160
1307,260.0,410.0,150.0,41.0,70.0,29.0,58,37,21
1309,1388.0,2746.0,1358.0,116.0,229.0,113.0,330,233,97
1310,2081.0,5858.0,3777.0,160.0,451.0,291.0,690,527,163
1312,398.0,787.0,389.0,80.0,157.0,78.0,96,65,31
1314,1345.0,3558.0,2213.0,132.0,296.0,165.0,440,324,116
1319,325.0,726.0,400.0,56.0,121.0,65.0,92,66,26
1320,812.0,1689.0,876.0,68.0,141.0,73.0,216,147,69
1321,847.0,1954.0,1107.0,73.0,157.0,84.0,240,174,66
1322,3082.0,11075.0,7993.0,237.0,852.0,615.0,1337,1076,261
1324,1429.0,4291.0,2862.0,110.0,330.0,220.0,504,386,118
1326,6895.0,23458.0,16563.0,530.0,1804.0,1274.0,2451,1944,507
1327,1880.0,2713.0,833.0,145.0,209.0,64.0,344,205,139
1329,3374.0,5327.0,1953.0,260.0,410.0,150.0,775,490,285
1330,1298.0,3966.0,2669.0,100.0,305.0,205.0,465,362,103
1331,1024.0,2802.0,1778.0,89.0,216.0,127.0,424,321,103
1334,2925.0,13351.0,10426.0,292.0,1335.0,1043.0,1477,1254,223
1335,711.0,1722.0,1011.0,59.0,143.0,84.0,225,164,61
1336,868.0,4947.0,4080.0,76.0,381.0,305.0,532,465,67
1339,9555.0,27490.0,17936.0,735.0,2115.0,1380.0,3351,2540,811
1341,611.0,1186.0,575.0,51.0,99.0,48.0,155,107,48
1342,1343.0,3557.0,2214.0,112.0,296.0,184.0,391,297,94
1343,4405.0,4685.0,280.0,367.0,390.0,23.0,719,401,318
1344,331.0,986.0,656.0,55.0,164.0,109.0,129,99,30
