userid,2157-03,2157-04,2157-05,2157-06,2157-07,2157-08,2157-09,2157-10,2157-11,2157-12,2158-01,2158-02,2158-03,2158-06,2158-08
572,17.114256,37.71342,20.996432,0.0,0.0,,,,,,,,,,
575,0.0,0.0,0.0,,,,,,,,,,,,
577,19.967263,19.094201,17.482356,17.25317,0.0,,,,,,,,,,
578,,,,,,,,18.756446,17.856011,,,,,,
580,20.844737,20.846914,20.853516,20.846739,20.743321,18.536626,0.0,0.0,0.0,0.0,0.0,,,,
581,18.750091,18.876248,17.718903,19.204365,18.772272,19.605267,18.881917,18.45319,18.840226,18.727073,,,,,
582,,0.0,,,,,,,,,,,,,
584,,,,,,19.073802,19.047452,14.897057,,,,,,,
587,,,,,,,,17.61775,17.668626,,,,,,
588,21.167614,39.298037,39.722698,39.758653,39.071737,40.150501,40.123222,38.212358,40.152409,,,,,,
589,,,,,19.465167,19.455466,,19.04493,21.258341,,,,,,
591,19.362667,38.332337,35.462996,37.125714,58.44471,55.873365,38.368259,49.174347,0.0,,0.0,,,,
593,,,,,,,19.917264,40.120542,39.325022,19.187678,39.777395,20.390554,40.718018,,
594,19.13332,36.824993,16.831668,16.870178,,,,,,,,,,,
595,0.0,22.214345,21.95669,42.520504,41.995862,21.268854,61.6478,59.337422,62.865664,20.631791,,,,,
596,38.789244,39.30032,38.811635,39.820652,,,,,,,,,,,
597,18.885685,0.0,39.770269,38.223474,38.150566,38.819636,38.546115,38.105993,38.202811,39.303274,39.193305,39.353454,20.775353,,
598,,,,,,,,,,,42.189781,,,,
599,62.47482,81.578504,61.194119,61.694132,102.970861,102.446976,40.524357,,,,,,,,
600,38.754569,39.267672,38.128057,20.038722,19.048408,35.509456,69.493933,71.072864,52.115253,51.379605,51.602464,49.061602,0.0,,
602,,,,,,,,21.006212,20.143624,,,,,,
604,,21.105182,21.1419,21.101834,20.216185,20.803854,21.151989,21.190457,21.163306,60.905054,62.482147,43.012594,,,
605,,,,0.0,,,,,,,,,,,
607,20.469271,20.335928,,41.159562,61.012967,39.867136,,,,,,,,,
609,,,,,16.716612,19.981082,,19.441113,36.667839,39.42771,36.537681,,,,
610,33.460583,78.318974,76.428621,79.322853,61.764572,60.679138,80.974541,60.092728,58.45626,58.131403,55.865852,,,,
611,18.926487,57.516118,57.554413,19.381845,60.041676,79.218503,60.565764,39.65585,38.596572,13.938985,,,,,
613,,,18.537759,18.422768,,,,19.114192,33.053177,39.795674,40.411874,19.114192,,,
614,19.084043,40.618711,39.226916,39.530461,38.201664,37.320656,37.890947,40.657438,38.735631,19.597583,,,,,
615,19.460478,38.735205,39.709747,35.152343,38.512755,39.085067,80.426204,80.783487,80.90372,92.868823,122.055841,121.621505,78.172741,,
616,,0.0,,,,18.301573,39.240624,38.606123,40.699274,36.3712,19.692456,,,,
619,0.0,36.84153,,,,,,,,,,,,,
621,21.269694,38.272663,0.0,,19.249913,17.569175,19.338074,18.712806,,,,,,,
622,,,,,,,20.888724,,,,,,,,
623,,31.414741,17.027334,16.483927,30.169493,16.458426,16.318299,13.938985,17.869714,,,,,,
624,19.286611,,,37.62692,35.131702,36.311178,35.509301,,,,,,,,
625,,,20.681009,38.638603,75.046163,,,,,,,,,,
626,,19.577024,19.284857,20.130503,19.21783,19.549191,20.321843,19.545992,19.948929,61.756217,59.817678,41.019186,,,
627,19.349051,61.828112,42.414674,20.060725,20.196197,60.884579,62.650062,42.311943,62.799585,81.269065,81.98137,61.809899,40.143956,,
628,,,,,,,,,,38.65783,,,,,
631,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
633,,,,,,,,,0.0,0.0,,0.0,0.0,,
634,17.752843,,17.734305,17.707522,20.021964,18.30975,19.031327,15.409926,20.276397,,,,,,
638,,,,19.724421,,,21.237537,,,,,,,,
642,,,,,39.785259,37.445912,40.061093,39.791062,40.468414,39.486933,,,,,
644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
645,,,,,,,,,0.0,,,,,,
646,,,,,,,0.0,,0.0,0.0,,0.0,,,
647,19.025175,19.965482,,0.0,,,,,,,,,,,
648,,0.0,0.0,0.0,0.0,0.0,20.751049,20.076252,20.16098,0.0,,,,,
649,,0.0,0.0,,,,,,,,,,,,
652,18.920231,34.583261,0.0,0.0,33.697362,33.427454,34.129601,35.039236,39.06794,,,,,,
653,,,,21.357565,16.058748,17.285315,21.461745,42.478047,18.9801,20.089786,40.360494,41.720117,,,
654,,,,38.489832,,,,,,,,,,,
655,,,,,,,20.052498,20.088984,20.074464,20.112166,20.138957,39.620743,,,
656,,,20.113671,,,,,,,,,,,,
657,,18.563221,14.476939,19.068799,38.1366,36.686418,37.391801,37.51243,19.053108,38.460611,19.053979,38.457612,38.056586,,
658,,,,,,17.898463,17.984882,18.664327,18.69401,17.90105,18.628181,,,,
659,,,,,,,,,,,,0.0,,,
660,19.971271,40.41367,40.412545,16.437342,33.930927,35.543864,17.586369,52.372204,34.779712,,,,,,
661,,,,,,,,,,0.0,0.0,0.0,,,
662,18.634711,38.831483,38.863074,38.632997,38.080142,38.686146,38.908798,38.131206,37.543905,19.135698,,,,,
665,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
666,,,,,19.443638,,19.640241,18.057845,37.376078,19.611488,,,,,
667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.304595,,,,,
669,0.0,58.095262,39.01632,56.678579,58.640847,58.05583,77.007208,76.797363,,,,,,,
671,,,0.0,,,,,,,,,,,,
672,17.287044,60.271312,36.417031,36.500087,19.452635,,,,,,,,,,
673,,,,,,,,,,0.0,,,,,
677,59.042224,57.120441,57.582384,70.799501,74.287797,76.572895,75.546814,94.91117,38.485648,,,,,,
678,,,,0.0,0.0,0.0,0.0,,,,,,,,
680,,,,17.538121,17.620062,18.359861,17.712683,17.844536,17.646358,17.72105,17.665982,13.851974,0.0,,
681,,,,0.0,,,0.0,,,0.0,39.076452,20.118421,,,
682,0.0,,,0.0,,,0.0,0.0,,,,,,,
683,,36.970678,39.426354,20.683575,,39.627543,18.662974,,,,,,,,
684,38.786206,40.651587,20.390529,33.20474,,,,,19.387326,19.72896,20.5282,,,,
685,39.188369,61.391373,42.383906,22.019479,30.703243,19.88167,19.020119,20.527622,21.392902,19.620714,,,,,
686,,,,,,,,0.0,,,,,,,
687,15.363698,20.692608,0.0,,,17.050497,,16.845885,,,,,,,
688,,,,,,,,21.29956,21.312099,21.163547,,,,,
689,,,,9.48804,,,,0.0,,0.0,7.947873,,0.0,,
690,19.024077,36.948221,34.759651,40.233208,39.18899,18.773108,35.813542,20.136954,39.426255,19.460445,39.695058,16.28702,,,
691,,,19.631127,61.776439,61.66393,56.861738,57.887879,56.830616,53.28979,54.185497,54.907132,,,,
692,,,,,,,,61.327696,,,,,,,
693,,,,18.010302,,,,,,,,,,,
695,75.30754,80.682462,56.156816,76.041402,61.203723,80.938843,80.986979,80.902214,77.224391,78.816394,62.010963,60.241944,20.064761,,
696,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
699,,,19.274236,,0.0,0.0,20.579584,40.138278,58.999631,0.0,,,,,
701,21.13173,20.871716,20.829329,,41.25421,41.195391,42.300045,40.791991,,,,,,,
705,,,,,,,,,,,,19.486288,,,
706,,,0.0,0.0,0.0,0.0,,,,,,,,,
709,,36.538629,35.511089,39.329832,39.57124,36.0588,36.806993,38.850852,37.114966,35.362006,38.209497,38.146485,,,
711,19.383056,18.155325,19.382847,19.543376,19.155042,18.629468,18.798842,18.238568,18.72683,19.616172,,18.927016,,,
712,,40.41546,18.564855,18.831899,19.736687,14.44981,,,,,,,,,
713,,,0.0,20.944363,18.317881,20.450487,19.568112,0.0,0.0,0.0,0.0,0.0,,,
714,19.846791,19.099571,19.022555,19.276602,19.803734,18.583207,19.33609,18.533565,19.525636,37.78063,18.619725,,,,
715,41.635603,60.291296,61.387172,59.106279,62.054614,60.38335,61.670265,61.375062,,,,,,,
716,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
717,39.223311,38.951114,39.688207,39.486041,39.898406,38.871845,40.50393,40.728325,41.557148,42.282339,42.589184,21.518786,,,
718,,,0.0,0.0,0.0,0.0,20.737758,18.996561,42.380636,39.965268,39.486017,37.104063,,,
719,20.03837,19.003265,19.238551,20.545724,19.072201,20.549052,17.911632,17.650522,20.695997,20.883071,18.743005,19.855175,,,
720,,,,,,,52.335883,16.167743,,,,,,,
721,36.419197,90.83162,86.339737,88.127976,89.403189,90.35745,18.484227,49.205172,,,,,,,
722,0.0,0.0,16.059248,19.974164,18.153048,19.210401,17.775008,18.46022,18.861225,38.368709,35.509239,,,,
724,17.103545,51.739599,56.909686,53.616788,56.735294,50.29175,48.886605,50.200214,51.125744,58.217774,39.56931,,,,
726,18.544196,75.808934,93.381435,93.167479,74.836019,95.343743,39.152744,56.807971,57.270131,56.917614,57.253196,38.430469,,,
728,19.390316,19.895171,18.509062,18.877395,19.380066,17.724934,0.0,0.0,,,,,,,
729,,,,,,20.353792,,0.0,,0.0,,0.0,0.0,,
730,,,,,,,,0.0,0.0,0.0,0.0,,,,
731,22.140783,20.713544,19.901893,19.901893,19.901893,19.901893,19.901893,37.756423,42.315602,,,,,,
732,20.434127,18.705536,,,0.0,19.168362,,,,,,,,,
733,36.813641,19.915424,38.860787,38.877826,,,16.882677,76.620966,,,,,,,
734,,,,,0.0,19.970666,,,,,,,,,
735,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
736,,,,,,,0.0,21.146511,21.504014,22.208227,,,,,
737,0.0,,,0.0,,,,,,,,,,,
738,,,,,,,,,,20.659204,18.404547,,18.4628,,
739,0.0,,,,,,,,,,,,,,
744,,,,19.614638,20.209183,20.36056,20.349734,19.551473,19.032739,19.507701,20.273656,,,,
747,,,,,,19.925689,,19.18266,40.52773,40.631445,40.163203,40.131319,,,
748,,,,0.0,,,,,,,,,,,
749,,,,19.852944,,,,,,,19.989277,19.977545,,,
750,0.0,54.268125,,0.0,36.092477,,,,,,,,,,
751,0.0,57.321701,39.187967,18.717127,0.0,20.759682,,,,,,,,,
753,,,,,,,,,,18.361833,18.360832,38.51834,19.97075,,
755,18.913341,76.218508,73.496816,111.085403,84.271326,108.862926,88.392807,103.95218,90.773097,86.12074,90.340501,,,,
756,38.161747,40.007683,19.337837,,21.067814,59.299392,,,,,,,,,
759,,,,,,,,0.0,38.02321,40.167425,41.635036,20.823663,18.973813,,
761,56.876683,32.157616,0.0,,,,,,,,,,,,
762,,,,,,,,,,40.574042,,,,,
763,20.007946,72.875248,58.809044,,,,,,,,,,,,
764,,,,,,,,,,,20.933949,,,,
766,,,0.0,41.35452,,,19.97247,53.573997,35.960628,,,,,,
768,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
772,40.074653,56.020481,38.214179,,,,,,,,,,,,
773,,0.0,0.0,,,,,,,,,,,,
774,31.989893,54.644745,53.723505,56.430413,69.999179,56.36029,33.463244,51.740278,53.83135,48.707192,32.834404,47.101651,47.658734,,
776,17.17534,17.603251,16.948332,17.409397,17.054904,17.293992,17.958425,17.177859,11.125588,,,,,,
778,,,,,,19.500624,16.727077,18.119545,18.398868,19.093628,18.034231,,,,
779,19.089492,38.383031,38.273902,35.136459,,,,,,,,,,,
782,,19.561776,19.695367,20.326354,18.850124,19.513986,19.056728,,,,,,,,
783,,19.783735,0.0,0.0,,,,,,,,,,,
784,,,,,,,,,19.062903,18.644165,,,,,
786,,,16.508666,16.964235,16.99212,57.94378,52.109459,71.362886,18.882399,72.09646,70.894513,53.491337,,,
791,,,,,,,,0.0,,,,,,,
794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
797,,,,,,19.063216,37.666691,0.0,37.319566,,19.893396,,,,
798,0.0,,,0.0,16.810852,17.984445,0.0,18.013877,,,,,,,
800,,,,,18.361833,0.0,18.245524,17.580947,18.578354,16.675028,17.374046,,,,
801,0.0,17.738249,20.847739,20.846739,20.846656,21.249213,,,,,,,,,
802,,,,,,18.790969,19.539382,38.786147,,,,,,,
803,36.72176,73.035098,56.72797,55.336175,73.888158,92.162316,77.455312,55.100642,,,,,,,
804,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
807,,,,0.0,0.0,,,,,,,,,,
808,41.23713,83.31121,83.942792,83.110455,103.730162,104.931732,105.071893,103.610573,102.707645,102.154257,59.804496,,,,
809,,16.606386,17.717095,17.646215,17.710019,,,,,,,,,,
810,19.30166,35.286218,38.648237,37.649161,38.056998,36.97511,34.915378,34.38305,34.030089,19.093542,,,,,
812,17.888174,0.0,15.713654,,,,,,,,,,,,
813,,21.114774,20.790851,,,,,,,,,,,,
814,14.503351,,,,,,,,,,,,,,
815,,19.185727,19.25053,19.124245,18.961427,17.946575,19.831815,38.756518,37.113543,37.364474,38.183972,56.82314,19.64457,,
818,0.0,0.0,,,,,,,,,,,,,
820,,18.477498,18.279375,73.186993,73.194302,54.572971,71.217699,,,,,,,,
821,,,,,,,,,,,,20.238292,,,
822,,,,,,19.940399,19.96122,,,,,,,,
823,,18.821363,,19.416486,,20.800959,19.086081,19.083927,16.825924,18.484599,19.028015,19.388713,,,
824,0.0,0.0,0.0,,,,,,,,,,,,
825,,0.0,0.0,0.0,0.0,0.0,0.0,19.699512,19.502639,19.573449,18.410594,,,,
829,,,,,,,,,,,20.448026,,,,
831,,,39.130642,,,,,,,,,,,,
833,0.0,17.804684,14.379388,0.0,17.089902,17.577841,17.831314,17.831314,17.398896,0.0,0.0,,,,
834,,,,,,,0.0,0.0,0.0,0.0,,,,,
836,,,0.0,0.0,0.0,19.485284,18.268719,38.446475,38.008787,0.0,,,,,
837,,,,18.358547,,,,,,,,,,,
838,0.0,32.096493,30.425953,32.36664,31.614869,31.896338,31.993465,31.032523,,,,,,,
839,,,,,,,,21.174969,0.0,,,,,,
840,,,,,,,,,,,21.751507,,,,
841,38.82331,41.44197,41.321821,41.328836,38.685847,37.086154,37.010271,39.498424,40.629066,40.395832,,,,,
842,,37.621561,20.220238,18.940679,,,,,,,,,,,
843,,,23.298201,,,,,,,,,,,,
845,19.029072,20.618086,19.273248,,,,,,,,,,,,
846,,40.918435,41.671182,,40.966589,,,,,18.357081,,,,,
847,,,,,,,19.849019,0.0,,0.0,,,,,
848,,,,,,,,,,,21.431419,,,,
849,0.0,0.0,0.0,19.693885,19.06124,19.278135,20.044616,19.469464,20.16359,21.294768,0.0,,,,
850,19.461584,,17.753082,18.597308,18.453691,36.949185,39.280626,57.070756,34.542489,59.70832,56.128002,32.266831,31.64624,,
852,,0.0,19.460955,18.780622,17.384225,17.17219,17.589274,16.608698,16.68524,16.767874,0.0,,,,
856,22.367382,62.679741,,,,75.732042,101.373633,105.350853,105.01889,105.419201,104.608821,,,,
858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
860,38.488002,39.580453,38.515425,39.419037,39.643855,37.870992,38.220382,38.702363,36.788848,37.438514,37.83998,19.05498,38.322094,,
861,41.827302,60.252041,39.536427,,,,,,,,,,,,
863,,19.883097,19.649331,19.055879,19.699514,19.614596,19.614624,18.121454,17.935808,18.414112,37.972393,,,,
865,18.837377,36.751746,59.009593,59.042192,57.78449,59.922189,38.118107,38.630518,0.0,19.437228,37.58736,,,,
866,,,,18.925788,19.194794,19.00426,18.625803,18.93962,19.137062,18.91736,19.337117,39.446542,,,
868,20.441274,42.061609,21.137903,41.58436,41.57512,38.13058,,,,,,,,,
869,,,,,19.753637,19.880842,20.612788,20.243311,20.753536,20.58058,19.394768,20.753435,,,
873,20.661413,20.644249,36.693786,39.47859,40.074078,39.558759,39.495443,20.210133,20.109954,41.276543,41.368123,42.060574,,,
874,20.425185,0.0,20.759728,0.0,,,,,,,,,,,
876,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
878,,,,,,,0.0,,,,,,0.0,,
879,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
882,19.949638,19.97267,0.0,0.0,0.0,,,,,,,,,,
883,0.0,146.301262,144.193399,147.261687,148.819815,149.064992,143.112631,147.388895,,,,,,,
885,,,,17.810931,9.151598,19.797239,,,,,,,,,
886,,,,,,,,18.696539,18.142308,17.814049,,,,,
889,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,
892,,19.471691,19.274922,19.596435,19.772825,18.927891,19.377922,19.676462,19.847185,37.742259,38.471675,,,,
896,,16.108895,16.091424,16.139075,16.154467,,,,,,,,,,
897,,,,,,,,,,0.0,,,,,
900,,,,20.32883,20.433811,,,,,,,,,,
901,,,,,,,18.965679,17.689899,,,,,,,
903,15.878924,0.0,,,,0.0,23.598992,16.79416,30.754888,,,,,,
904,,,,,,,36.842812,36.858195,39.859295,0.0,,,,,
906,,,,,,,,17.850707,,,,,,,
908,,,,,,,,,,18.859755,17.452269,17.863775,,,
909,,,,,,,13.951407,18.642286,19.50667,16.757432,18.363222,20.39002,17.445767,,
910,18.808817,37.23128,19.928781,16.191065,,,,,,,,,,,
911,33.459661,18.404614,18.497386,17.838648,52.987757,20.324492,,,,,42.007017,22.102413,0.0,,
912,,,,,,56.780602,58.119375,56.428954,,,,,,,
913,,,,,,,,,,0.0,,,,,
915,,,,,,,0.0,0.0,40.318292,37.359909,,,,,
919,18.204372,19.527103,19.616274,,,,,,,,,,,,
920,54.999738,103.336995,72.263491,125.353305,119.182205,122.510097,125.030598,122.934466,122.97931,85.930653,123.165215,105.73387,87.864759,,
923,,,,,13.893813,,,,0.0,,,,,,
925,19.024809,18.539753,0.0,,,,,,,,,,,,
929,,60.164985,18.360832,57.635058,79.990567,58.765231,,,,,,,,,
930,,,,,,18.270572,,19.228147,,17.40313,17.254956,40.258806,0.0,,
931,39.336524,113.451025,76.58237,17.970389,,,,,,,,,,,
933,,,,,,,,,,,,,21.640969,,
934,20.256547,61.114396,83.237527,36.706966,90.198414,41.052452,58.847682,19.757954,,,,,,,
935,77.767599,58.643012,19.830046,,113.821155,116.158295,114.990104,114.532708,97.079701,96.346735,118.242207,19.535017,,,
937,0.0,,,,,,,,,,,,,,
939,21.025931,21.222926,21.429095,21.364067,20.544107,20.281314,20.861198,20.755372,21.005149,21.128216,21.652728,,,,
941,,,,,,,19.899435,21.146677,20.911307,21.082105,20.400815,21.045323,,,
942,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
945,51.98052,34.00523,37.607982,19.349003,,,,,,,,,,,
946,,0.0,18.110212,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
947,0.0,72.519765,53.40842,75.607019,70.56944,91.576016,78.915233,79.1441,76.247646,58.698047,,,,,
948,20.471312,40.314919,38.676907,38.960721,58.61767,59.396957,59.51793,55.794772,20.208315,,,,,,
949,,,18.640653,20.05245,,,,,,,,,,,
950,,21.945083,21.134434,21.134421,21.134421,21.134421,21.134421,21.13504,21.135265,21.135079,,,,,
951,,,,,,0.0,0.0,0.0,0.0,19.872555,17.435138,,,,
952,,14.748803,14.748803,20.521622,20.525056,20.525056,20.525056,0.0,0.0,16.627285,16.846067,,,,
953,17.170776,37.546332,0.0,0.0,,,,,,,,,,,
955,,18.229832,,,,,,,,,,,,,
956,19.55959,0.0,,,,,,,,,,,,,
957,,153.48397,97.79704,113.19612,20.325842,,,,,,,,,,
960,20.663547,0.0,,19.577929,19.986709,42.192347,42.280012,39.596791,,,,,,,
961,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,
962,21.821386,20.124941,19.840588,19.76014,19.994444,19.940054,19.842048,20.292953,19.038042,19.669246,20.068196,0.0,,,
963,17.764087,19.398726,18.428276,17.443314,,,17.762595,,,17.1195,,,,,
964,,0.0,,0.0,,,,,,,,,,,
966,17.881908,17.477622,19.061752,,,,,,,,,,,,
967,18.37543,34.704634,18.60129,,,,,19.153539,36.651121,,,,,,
968,,,,,,,,,,,,20.5494,19.115444,,
969,,,,,,,0.0,,,,,,,,
970,,15.927429,55.610176,0.0,,35.791729,,,,,72.447024,20.315351,20.363325,,
971,,,18.260962,19.468793,19.867274,19.571688,19.536146,20.612674,20.347823,40.059613,39.436211,,,,
972,,34.800746,17.945302,,,,,,,,,0.0,,,
974,,,,,,,,0.0,0.0,,,,,,
976,,,,,,,,,20.305626,16.696089,0.0,16.754543,0.0,,
977,37.211376,58.917047,19.024974,20.153592,,,,,,,,,,,
978,,,,,,,,,,22.329101,,,,,
979,0.0,16.053028,17.445542,17.104107,19.394508,18.376199,19.459638,19.05047,19.049465,37.784567,32.95486,38.570101,33.34776,,
981,35.737602,36.383623,18.553733,,,,,,,,,,,,
982,,,,,20.172568,18.692804,19.214267,19.612826,,,,,,,
983,17.198746,,20.783662,,,,,,,,,,,,
984,20.530132,82.305162,82.929092,102.142577,101.63595,101.792116,82.506783,102.125023,102.256995,102.201922,91.376174,,,,
987,73.632117,99.924432,97.097199,19.309742,,,,,,,,,,,
988,20.304205,75.839158,74.676302,99.329172,98.396435,98.44188,100.083824,99.537933,99.033878,98.675879,80.998613,,,,
990,,,,,19.480999,19.510491,38.263642,59.206826,59.149274,37.461293,19.176697,,,,
991,,,,18.212903,19.391173,16.784378,19.188522,18.495078,19.083135,17.996895,,,,,
993,37.356987,57.876523,38.157719,,,,,,18.873578,57.854679,56.426129,53.658453,,,
995,,,,,,,,,0.0,15.947086,18.005729,,,,
997,36.111517,34.124596,53.241534,58.99453,52.74052,51.233759,53.400077,53.012314,34.77943,52.247794,52.486368,,,,
998,,9.682183,9.793402,,,,,,,,,,,,
999,,,,41.154122,,,,,,,,,,,
1000,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,
1002,,,17.982035,37.769168,17.113455,17.330973,35.209023,36.401743,34.809528,0.0,,,,,
1003,,,,,,38.715063,38.753388,38.464688,41.04706,,,,,,
1004,,,,21.191969,18.392614,18.293136,21.473143,19.438905,18.496101,,,,,,
1006,,,,,,,,63.977156,64.666963,66.044443,64.261673,,,,
1008,,17.765849,0.0,19.426268,19.974814,18.695415,19.352641,18.760488,,,,,,,
1009,,,,,,18.884014,19.633897,16.651358,18.582766,,,,,,
1011,,,,0.0,19.602645,,,,,,,,,,
1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1018,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1023,,19.748127,19.05498,19.05498,37.416813,37.416813,40.339246,40.119406,41.691539,41.512003,38.430249,0.0,,,
1024,,,,,,,,,18.361833,,,,,,
1026,20.168294,55.646215,60.280336,71.790775,75.022006,,50.324037,69.646388,33.984926,,,,,,
1027,18.354778,37.884536,60.082067,39.379486,62.185109,60.655782,59.962787,61.073537,41.356946,,,,,,
1029,,,,,,,,79.060834,,,,,,,
1030,,,,,,,,,,16.12363,0.0,,,,
1032,21.125005,21.245393,21.66962,20.906317,21.483569,21.449128,20.926684,20.864748,19.945979,21.044366,21.163791,,,,
1033,,19.122653,18.096629,17.62703,17.615179,,,,,,,,,,
1035,,37.523428,19.262612,19.311779,,,,,,,,,,,
1036,,,,,,,,,,,,19.931685,,,
1038,,,,,,19.988936,17.329177,,,,,,,,
1039,0.0,17.055089,0.0,0.0,17.572483,17.594264,19.395921,17.855065,18.895122,,,,,,
1043,,,,,0.0,0.0,0.0,0.0,,,,,,,
1044,,20.079535,41.71792,39.06339,39.706187,37.576448,39.575456,41.500672,,,,,,,
1046,,0.0,0.0,0.0,18.600944,18.668074,18.981769,18.990212,19.219977,19.425698,,,,,
1047,,,,,,,,,0.0,0.0,,,,,
1049,0.0,20.662436,0.0,19.156182,,,,,,,,,,,
1050,,,,,19.78742,19.416531,19.802899,0.0,19.454058,17.297622,,,,,
1051,0.0,37.856532,17.951395,33.848139,36.228615,58.47012,39.812937,56.280073,54.269856,57.129838,,,,,
1052,,,,,,,,,,0.0,0.0,,,,
1053,,,,,,,,18.204594,,,,,,,
1054,,,,,,,,,,0.0,,,,,
1056,,,,15.82908,0.0,18.015886,,,,,,,,,
1057,,,,,39.765613,,,,,,,,,,
1058,,,,,15.593395,17.385898,15.930505,17.031238,16.568171,17.038476,16.669719,,,,
1059,,18.334914,,,,,,,,,,,,,
1060,,,,,,57.018969,58.717194,58.91536,60.911651,,,,,,
1061,41.259428,20.717847,,,,,,,,,,,,,
1062,,17.030405,13.651303,19.492024,,,,,,,,,,,
1066,84.574084,103.926217,124.217987,125.461949,147.039858,166.392092,147.38626,166.587437,163.705373,143.933829,,,,,
1067,20.863744,62.852718,41.608414,42.692589,,,,,,,,,,,
1069,,,,,20.3086,21.615614,20.450296,20.659708,19.436432,20.397584,19.82161,20.097551,0.0,,
1070,0.0,0.0,,,,,,,,,,,,,
1072,,,20.118656,20.86934,20.481539,19.63303,21.069187,20.448746,41.241732,40.431153,38.370479,40.364101,19.974577,,
1073,,,,,,,,,,0.0,0.0,0.0,0.0,,
1075,,20.139493,19.545472,18.802639,19.383909,19.770857,20.83171,42.553071,41.917138,20.37273,,,,,
1078,,18.975395,,,,,,,,,,,,,
1080,,,,,,,,20.790307,20.582709,18.879292,19.996753,19.942101,21.442822,,
1081,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1082,,,,,20.035559,91.444659,89.727716,89.394525,88.774124,89.259558,,,,,
1083,17.352577,17.110803,,,,,,,,,,,,,
1084,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
1085,,,0.0,,,,,,,,,,,,
1086,,,,,,,,,,0.0,19.963851,19.968274,,,
1087,,0.0,0.0,0.0,0.0,,,,,,,,,,
1089,0.0,20.230683,0.0,20.196473,20.344884,20.44171,20.435281,0.0,0.0,42.401396,42.682355,21.991108,,,
1090,,,,0.0,20.7605,19.719578,40.561815,20.168849,79.941519,,57.035957,55.815842,,,
1091,32.988314,88.81813,91.738908,85.842813,73.819994,88.818916,73.053456,91.26303,53.579166,93.032937,56.136056,,,,
1092,,20.558189,,,,,,,,,,,,,
1093,,19.994694,19.971085,,,,,,,,,,,,
1096,,,,40.899578,,,,0.0,0.0,0.0,0.0,0.0,,,
1099,17.533324,54.503951,56.011163,59.651413,60.334826,60.240822,39.989979,39.623059,56.911218,55.619582,56.65656,,,,
1101,16.494336,18.536172,17.681325,19.019068,19.344615,20.048539,19.429632,17.78805,,,,,,,
1103,,,,0.0,,81.643723,,55.795907,,,,,,,
1105,17.437989,35.964806,36.093955,35.191089,36.410963,36.337591,37.265689,36.023321,34.666013,35.388082,37.502187,35.116219,,,
1108,,,,,,,,39.350739,20.693776,,,,,,
1109,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,
1111,19.300577,38.078577,37.541845,18.834701,,,,,,,,,,,
1112,,,,,,,,,,,,0.0,,,
1113,20.129982,,19.56436,,,,,19.990234,,20.017952,,,,,
1119,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.431876,,,
1122,,,,,,17.715645,39.814493,40.779712,40.881066,40.163539,40.44272,,,,
1123,,50.605196,32.259404,36.899696,53.803865,,,,,,,,,,
1126,,,,,,19.06037,,19.622564,,,,,,,
1130,,18.452961,,,,,,,,,,,,,
1132,,,,0.0,68.093607,17.637442,,,,,,,,,
1133,,18.358828,17.694353,17.668686,17.668686,17.668686,18.515909,17.668686,17.668686,17.763996,17.763996,15.794891,0.0,,
